source_text,translated_text,context
Tag,وسم,
Tag Label,تسمية الوسم,
Target,الهدف,
Target Audience Segment,شريحة الجمهور المستهدفة,
Target Count,عدد الهدف,
Target Countries (ISO codes),الدول المستهدفة (رموز ISO),
Target Day,يوم الهدف,
Target DocType,نوع المستند المستهدف,
Target Event,الحدث المستهدف,
Target Platform Row,صف المنصة المستهدفة,
Target Platforms,المنصات المستهدفة,
Target Segment,الشريحة المستهدفة,
Target Value,القيمة المستهدفة,
Task,مهمة,
Tasks,المهام,
Tax Refugee,لاجئ ضريبي,
Tax Refugees,لاجئون ضريبيون,
Team,الفريق,
Team Collaboration,تعاون الفريق,
Team Conversions (MTD),تحويلات الفريق (منذ بداية الشهر),
Team Dashboard,لوحة الفريق,
Team Members,أعضاء الفريق,
Tech,التقنية,
Tech Founder,مؤسس تقني,
Tech Founders,مؤسسون تقنيون,
Telegram,تيليغرام,
Template,القالب,
Template Name,اسم القالب,
Template rendering error: {0},خطأ في عرض القالب: {0},
Template syntax error: {0},خطأ في صياغة القالب: {0},
Templates,القوالب,
Term for Agent,مصطلح الوكيل,
Term for Company,مصطلح الشركة,
Term for Deal,مصطلح الصفقة,
Term for Lead,مصطلح العميل المحتمل,
Term for Product,مصطلح المنتج,
Terminology,المصطلحات,
The event participants must accumulate,الحدث الذي يجب على المشاركين تجميعه,
This challenge is not active,هذا التحدي غير نشط,
This contact is already in the list,جهة الاتصال هذه موجودة بالفعل في القائمة,
This Month,هذا الشهر,
This Week,هذا الأسبوع,
"This will create default events, badges, and levels. Continue?",سيتم إنشاء أحداث وشارات ومستويات افتراضية. هل تريد المتابعة؟,
Thread,سلسلة,
Threads,سلاسل,
Thursday,الخميس,
Tier,المستوى,
TikTok,تيك توك,
TikTok Access Token,رمز وصول تيك توك,
Time Decay,تناقص زمني,
Time Period,الفترة الزمنية,
Timeline,الجدول الزمني,
Timestamp,الطابع الزمني,
Timestamps,الطوابع الزمنية,
Timezone,المنطقة الزمنية,
Title,العنوان,
To Date,إلى تاريخ,
Today,اليوم,
Today Assigned,المعيّنة اليوم,
Toggle Sidebar,تبديل الشريط الجانبي,
Token Count,عدد الرموز,
Tone,النبرة,
Top Post,أفضل منشور,
Topic,الموضوع,
Total,الإجمالي,
Total Assigned,إجمالي المعيّنين,
Total Budget,إجمالي الميزانية,
Total Clicks,إجمالي النقرات,
Total Contacts,إجمالي جهات الاتصال,
Total Converted,إجمالي المحوّلين,
Total Deals (7d),إجمالي الصفقات (7 أيام),
Total Engagement,إجمالي التفاعل,
Total Entries,إجمالي الإدخالات,
Total Impressions,إجمالي المشاهدات,
Total Leads,إجمالي العملاء المحتملين,
Total Members,إجمالي الأعضاء,
Total Open Leads,إجمالي العملاء المحتملين المفتوحين,
Total Participants,إجمالي المشاركين,
Total Points,إجمالي النقاط,
Total Posts,إجمالي المنشورات,
Total Reach,إجمالي الوصول,
Total Revenue,إجمالي الإيرادات,
Total Revenue (7d),إجمالي الإيرادات (7 أيام),
Total Steps,إجمالي الخطوات,
Total Time (seconds),الوقت الإجمالي (ثواني),
Total Value,القيمة الإجمالية,
Total Value (K),القيمة الإجمالية (ألف),
Total Views,إجمالي المشاهدات,
Touchpoint Type,نوع نقطة التواصل,
Touchpoint Weights,أوزان نقاط التواصل,
Touchpoints,نقاط التواصل,
Tracking Link,رابط التتبع,
Transfer,تحويل,
Travel,السفر,
Trigger,المُحفّز,
Trigger DocType,نوع مستند المُحفّز,
Trigger Event,حدث التشغيل,
Trigger Field,حقل المُحفّز,
Trigger Keywords,كلمات المُحفّز,
Trigger Segment,شريحة المُحفّز,
Trigger Type,نوع المُحفّز,
Trigger Value,قيمة المُحفّز,
Triggered By,مُفعّل بواسطة,
TripAdvisor,تريب أدفايزر,
TrueCaller,تروكولر,
TrueCaller API Key,مفتاح API تروكولر,
Truecaller Result,نتيجة تروكولر,
Trustpilot,تراست بايلوت,
Tuesday,الثلاثاء,
Twitter,تويتر,
Twitter/X Bearer Token,رمز حامل تويتر/X,
Type,النوع,
Unable to load settings,تعذر تحميل الإعدادات,
Unassigned Leads,العملاء المحتملين غير المعينين,
"Unique identifier, e.g. call_completed, deal_won","معرف فريد، مثال: call_completed, deal_won",
Unit Type,نوع الوحدة,
Unknown,غير معروف,
Unsubscribed,ملغي الاشتراك,
Urgent,عاجل,
Url,الرابط,
Used in AI-generated review responses,يُستخدم في ردود التقييم المولّدة بالذكاء الاصطناعي,
User,المستخدم,
User to notify on SLA breach,المستخدم المراد إخطاره عند انتهاك اتفاقية الخدمة,
Username,اسم المستخدم,
UTC,UTC,
UTM Parameters,معلمات UTM,
Value,القيمة,
Value Changed,تم تغيير القيمة,
Value to compare against. For in_list: comma-separated values,القيمة للمقارنة. لـ in_list: قيم مفصولة بفواصل,
Vapi API Key,مفتاح API Vapi,
Variable Mapping,تعيين المتغيرات,
Variables,المتغيرات,
Verified At,تم التحقق في,
Video,فيديو,
Video personalization,تخصيص الفيديو,
Video Script,سكربت الفيديو,
View Log,عرض السجل,
Viewer,مُشاهد,
Visible Contact Fields,حقول جهة الاتصال المرئية,
Visible Contact Fields must be valid JSON,حقول جهة الاتصال المرئية يجب أن تكون JSON صالح,
Visible Fields,الحقول المرئية,
Visible to All Agents,مرئي لجميع الوكلاء,
Visual CRM Platform with Unified Communications,منصة CRM مرئية مع اتصالات موحدة,
Visual Dashboards,لوحات معلومات مرئية,
Voice AI agents,وكلاء الذكاء الاصطناعي الصوتي,
Voicemail,بريد صوتي,
VP,نائب الرئيس,
Wait,انتظار,
Warm (60-79),دافئ (60-79),
Warn,تحذير,
Website,الموقع الإلكتروني,
Website Visit,زيارة الموقع,
Wednesday,الأربعاء,
Weekly,أسبوعي,
weekly,أسبوعي,
Weekly Deals Target,هدف الصفقات الأسبوعية,
Weeks,أسابيع,
Weight,الوزن,
weighted_round_robin,دوري موزون,
Welcome,ترحيب,
What must the agent achieve to earn this badge?,ما الذي يجب أن يحققه الوكيل للحصول على هذه الشارة؟,
What the agent sees when calling a contact in this classification,ما يراه الوكيل عند الاتصال بجهة اتصال في هذا التصنيف,
WhatsApp,واتساب,
WhatsApp Account,حساب واتساب,
WhatsApp Broadcast,بث واتساب,
WhatsApp Chatbot,روبوت واتساب,
WhatsApp Cloud API Token,رمز واتساب Cloud API,
WhatsApp Configuration,تكوين واتساب,
WhatsApp Phone Number ID,معرف رقم هاتف واتساب,
WhatsApp Replied,تم الرد عبر واتساب,
WhatsApp Reply,رد واتساب,
WhatsApp Template,قالب واتساب,
When,عند,
When the next step should be executed,متى يجب تنفيذ الخطوة التالية,
Working hours and availability,ساعات العمل والتوفر,
Workload,عبء العمل,
Workspaces,مساحات العمل,
Wrong Number,رقم خاطئ,
You are already participating in this challenge,أنت مشارك بالفعل في هذا التحدي,
You are now,أنت الآن,
You do not have the '{0}' capability. Contact your administrator.,لا تملك صلاحية '{0}'. تواصل مع المسؤول.,
You don't have access to this workspace,ليس لديك صلاحية الوصول لهذه المساحة,
YouTube,يوتيوب,
⏭ Next Stage,⏭ المرحلة التالية,
⚠️ Possible duplicates found: {0},⚠️ تم العثور على تكرارات محتملة: {0},
✅ No active breaches!,✅ لا توجد انتهاكات نشطة!,
🏆 Badge Earned!,🏆 تم الحصول على شارة!,
💬 WhatsApp,💬 واتساب,
📊 Opportunities,📊 الفرص,
📞 Call,📞 اتصال,
📞 Call Contact,📞 اتصال بجهة الاتصال,
📧 Email,📧 بريد إلكتروني,
🔀 Merge candidates found: {0}. Use the merge tool to combine records.,🔀 تم العثور على مرشحين للدمج: {0}. استخدم أداة الدمج لدمج السجلات.,
🔮 360° View,🔮 عرض 360°,
Your property has appreciated by {0}%! Contact us to learn more.,عقارك ارتفعت قيمته بنسبة {0}%! تواصل معنا لمعرفة المزيد.,
Your property has appreciated by {0}%! Contact us.,عقارك ارتفعت قيمته بنسبة {0}%! تواصل معنا.,
License,الترخيص,
License Key,مفتاح الترخيص,
License Status,حالة الترخيص,
License Tier,مستوى الترخيص,
License Source,مصدر الترخيص,
License Information,معلومات الترخيص,
Free,مجاني,
Premium,مميز,
Expired,منتهي الصلاحية,
Invalid,غير صالح,
Frappe Cloud,Frappe Cloud,
License Key Validation,التحقق من مفتاح الترخيص,
Feature not available in Free tier,الميزة غير متوفرة في الطبقة المجانية,
Upgrade to Premium,الترقية إلى المميز,
This feature requires a Premium license,تتطلب هذه الميزة ترخيصاً مميزاً,
Premium Feature,ميزة مميزة,
Free Features,الميزات المجانية,
Premium Features,الميزات المميزة,
Contact Management,إدارة جهات الاتصال,
Basic Reports,التقارير الأساسية,
AI Lead Scoring,تقييم العملاء بالذكاء الاصطناعي,
AI Content Generation,إنشاء المحتوى بالذكاء الاصطناعي,
AI Profiler,ملف الذكاء الاصطناعي,
OSINT Engine,محرك OSINT,
Enrichment Engine,محرك الإثراء,
Advanced Analytics,التحليلات المتقدمة,
Automation Builder,منشئ الأتمتة,
Reputation Engine,محرك السمعة,
License validated successfully,تم التحقق من الترخيص بنجاح,
Invalid license key format,صيغة مفتاح الترخيص غير صالحة,
Only System Manager can generate license keys,يمكن لمدير النظام فقط إنشاء مفاتيح الترخيص,
$14-52/user/mo,$14-52/مستخدم/شهر,
$25-300/user/mo,$25-300/مستخدم/شهر,
$9-69/user/mo,$9-69/مستخدم/شهر,
25 fine-grained capabilities covering every AuraCRM module and action,25 صلاحية دقيقة تغطي كل وحدة وإجراء في AuraCRM,
360° Customer Timeline,الجدول الزمني للعميل 360°,
360° Customer View,عرض العميل 360°,
AI Intelligence,الذكاء الاصطناعي,
AI Profile,ملف الذكاء الاصطناعي,
AI Scoring,تسجيل الذكاء الاصطناعي,
"AI analyzes customer messages to detect frustration, urgency, and satisfaction",يحلل الذكاء الاصطناعي رسائل العملاء لكشف الإحباط والإلحاح والرضا,
"AI identifies customers at risk of churning before they leave, enabling proactive retention",يحدد الذكاء الاصطناعي العملاء المعرضين لخطر التسرب قبل مغادرتهم مما يتيح الاحتفاظ الاستباقي,
AI suggests relevant articles from your knowledge base as you type responses,يقترح الذكاء الاصطناعي مقالات ذات صلة من قاعدة المعرفة أثناء كتابة ردودك,
AI-Powered Visual CRM Platform,منصة CRM بصرية مدعومة بالذكاء الاصطناعي,
"AI-generated alerts for at-risk deals, declining satisfaction, and missed SLAs",تنبيهات بالذكاء الاصطناعي للصفقات المعرضة للخطر وانخفاض الرضا واتفاقيات الخدمة المفقودة,
"AI-generated summaries highlighting opportunities, risks, and recommended actions",ملخصات بالذكاء الاصطناعي تبرز الفرص والمخاطر والإجراءات الموصى بها,
AI-suggested answers from your knowledge base for faster resolution times,إجابات مقترحة بالذكاء الاصطناعي من قاعدة المعرفة لأوقات حل أسرع,
AI-weighted forecasts based on your team's historical win rates per stage,توقعات مرجحة بالذكاء الاصطناعي بناءً على معدلات فوز فريقك التاريخية لكل مرحلة,
AI-weighted pipeline forecasting based on historical win rates and deal velocity,توقعات المسار المرجحة بالذكاء الاصطناعي بناءً على معدلات الفوز التاريخية وسرعة الصفقات,
About AuraCRM,عن AuraCRM,
Access control & field masking,التحكم بالوصول وإخفاء الحقول,
Action Gates,بوابات الإجراءات,
Activity Overview,نظرة عامة على النشاط,
Activity Reports,تقارير النشاط,
Activity Tracking,تتبع النشاط,
Add-on,إضافة,
"Agent scorecards, performance rankings, gamification challenges, and incentive tracking",بطاقات أداء الوكلاء، تصنيفات الأداء، تحديات التحفيز، وتتبع الحوافز,
"Aggregate customer health combining deal activity, support tickets, and engagement metrics",صحة العميل الإجمالية تجمع نشاط الصفقات وتذاكر الدعم ومقاييس التفاعل,
"All teams report to you — Sales pipeline, Marketing ROI, Customer Service satisfaction, all unified in one platform.",جميع الفرق تقدم تقاريرها لك — مسار المبيعات، عائد التسويق، رضا خدمة العملاء، الكل موحد في منصة واحدة.,
Analytics & AI,التحليلات والذكاء الاصطناعي,
Analytics & ROI,التحليلات والعائد على الاستثمار,
Apply Industry Presets,تطبيق الإعدادات المسبقة للصناعة,
"As customer service agent, AuraCRM empowers you to resolve issues quickly and keep customers happy:",كموظف خدمة عملاء، يمكّنك AuraCRM من حل المشكلات بسرعة والحفاظ على سعادة العملاء:,
"As general manager, AuraCRM gives you the big picture across sales, marketing, and service:",كمدير عام، يمنحك AuraCRM الصورة الكاملة عبر المبيعات والتسويق والخدمة:,
"As marketing manager, AuraCRM lets you run sophisticated campaigns and prove their impact on revenue:",كمسؤول تسويق، يتيح لك AuraCRM تشغيل حملات متطورة وإثبات تأثيرها على الإيرادات:,
"As sales manager, AuraCRM gives you the tools to track every deal, coach your team, and forecast revenue with confidence:",كمدير مبيعات، يمنحك AuraCRM الأدوات لتتبع كل صفقة، تدريب فريقك، وتوقع الإيرادات بثقة:,
Atomic Capabilities,صلاحيات ذرية,
Attribution Models,نماذج الإسناد,
Audit Trail,سجل المراجعة,
AuraCRM Dashboard,لوحة معلومات AuraCRM,
AuraCRM Entity Relationships,علاقات كيانات AuraCRM,
AuraCRM Modules,وحدات AuraCRM,
AuraCRM Onboarding,تعريف AuraCRM,
AuraCRM declares its capabilities in hooks.py — CAPS auto-discovers and enforces them. No code changes needed.,يعلن AuraCRM عن صلاحياته في hooks.py — يكتشفها CAPS تلقائياً ويطبقها. لا حاجة لتغيير الكود.,
"AuraCRM delivers enterprise-grade CRM capabilities with full ERPNext integration — at zero licensing cost, fully open source.",يقدم AuraCRM إمكانيات CRM بمستوى المؤسسات مع تكامل كامل مع ERPNext — بدون تكلفة ترخيص، مفتوح المصدر بالكامل.,
AuraCRM gives you complete visibility into team performance with actionable insights:,يمنحك AuraCRM رؤية كاملة لأداء الفريق مع رؤى قابلة للتنفيذ:,
"AuraCRM includes industry presets that configure pipelines, fields, scoring rules, and automation for your specific business domain.",يتضمن AuraCRM إعدادات مسبقة للصناعة تضبط المسارات والحقول وقواعد التسجيل والأتمتة لمجال عملك المحدد.,
"AuraCRM integrates natively with the Frappe/ERPNext ecosystem — no middleware, no external dependencies.",يتكامل AuraCRM أصلياً مع منظومة Frappe/ERPNext — بدون وسيط، بدون اعتماديات خارجية.,
"AuraCRM integrates with: ERPNext, Arrowz VoIP, CAPS, frappe_visual, WhatsApp, HRMS, and Frappe Core.",يتكامل AuraCRM مع: ERPNext، Arrowz VoIP، CAPS، frappe_visual، واتساب، HRMS، و Frappe Core.,
"AuraCRM is an AI-powered visual CRM platform that combines lead management, sales pipeline, marketing automation, gamification, and unified communications into one seamless experience built on ERPNext.",AuraCRM هو منصة CRM بصرية مدعومة بالذكاء الاصطناعي تجمع إدارة العملاء المحتملين، مسار المبيعات، أتمتة التسويق، التحفيز، والاتصالات الموحدة في تجربة واحدة متكاملة مبنية على ERPNext.,
Auto Dialer,الاتصال التلقائي,
Auto Dialer (VoIP),الاتصال التلقائي (VoIP),
Auto Distribution,التوزيع التلقائي,
"Auto-assign leads based on territory, skill, workload, or round-robin — no lead left behind",توزيع تلقائي للعملاء المحتملين حسب المنطقة أو المهارة أو الحمل أو بالتناوب — لا يضيع أي عميل,
Automated SLA monitoring with breach logging,مراقبة آلية لاتفاقيات الخدمة مع تسجيل الخروقات,
"Automated SLA monitoring with countdown timers, escalation triggers, and breach alerts",مراقبة آلية لاتفاقيات الخدمة مع مؤقتات العد التنازلي ومشغلات التصعيد وتنبيهات الخرق,
Automatic CSAT and NPS surveys after ticket resolution with trend analytics,استبيانات CSAT و NPS تلقائية بعد حل التذكرة مع تحليلات الاتجاهات,
"Automatic escalation based on priority, SLA breach, sentiment analysis, or VIP status",تصعيد تلقائي حسب الأولوية وخرق الاتفاقية وتحليل المشاعر وحالة VIP,
Automatic satisfaction surveys sent after ticket resolution via email or WhatsApp,استبيانات رضا تلقائية ترسل بعد حل التذكرة عبر البريد أو واتساب,
Automation,أتمتة,
Automation Engine,محرك الأتمتة,
"Broadcast, Chatbot, Sequences",البث، الروبوت، التسلسلات,
Build multi-step automated campaigns that nurture leads from first touch to sales-ready:,ابنِ حملات آلية متعددة الخطوات ترعى العملاء المحتملين من اللمسة الأولى حتى الجاهزية للبيع:,
Build your first campaign sequence,بناء تسلسل حملتك الأول,
CAPS Integration,تكامل CAPS,
CSAT Survey,استبيان رضا العملاء,
CSAT Surveys,استبيانات CSAT,
Calculate true acquisition costs by factoring in campaign spend and team effort,احسب تكاليف الاستحواذ الحقيقية باحتساب إنفاق الحملة وجهد الفريق,
Campaign Performance,أداء الحملة,
Campaign ROI Report,تقرير عائد الحملة,
Campaign → Lead → AI Scoring → Opportunity → Deal Room → Customer → Service Ticket → CSAT,الحملة → العميل المحتمل → التسجيل بالذكاء الاصطناعي → الفرصة → غرفة الصفقة → العميل → تذكرة الخدمة → الرضا,
"Campaigns, sequences, content calendar, and lead generation",الحملات، التسلسلات، تقويم المحتوى، وتوليد العملاء المحتملين,
Choose Another Role,اختر دوراً آخر,
Choose Your Role,اختر دورك,
Choose your role to see a personalized walkthrough of the features most relevant to you.,اختر دورك لمشاهدة جولة مخصصة للميزات الأكثر صلة بك.,
Churn Prediction,تنبؤ التسرب,
"Click-to-call, Auto Dialer",انقر للاتصال، الاتصال التلقائي,
Close & Convert,الإغلاق والتحويل,
"Collaborative spaces for complex deals with documents, tasks, and stakeholder tracking",مساحات تعاونية للصفقات المعقدة مع المستندات والمهام وتتبع أصحاب المصلحة,
Compare channel performance!,قارن أداء القنوات!,
Competitor Intelligence,ذكاء المنافسين,
"Complete business visibility with real-time dashboards, team performance metrics, and strategic analytics.",رؤية أعمال كاملة مع لوحات معلومات حية ومقاييس أداء الفريق وتحليلات استراتيجية.,
Complete history of all lead and deal interactions,سجل كامل لجميع تفاعلات العملاء المحتملين والصفقات,
"Complete interaction history across calls, emails, WhatsApp, and meetings in one timeline",سجل تفاعلات كامل عبر المكالمات والبريد والواتساب والاجتماعات في جدول زمني واحد,
Configure AuraCRM Settings,ضبط إعدادات AuraCRM,
Configure Distribution Rules,ضبط قواعد التوزيع,
Configure your AuraCRM settings,ضبط إعدادات AuraCRM,
Connect every marketing dollar to revenue with full attribution tracking:,اربط كل ريال تسويقي بالإيرادات مع تتبع إسناد كامل:,
Content Assistant,مساعد المحتوى,
"Control who can create campaigns, approve deals, export data, and manage settings",التحكم بمن يمكنه إنشاء حملات واعتماد صفقات وتصدير البيانات وإدارة الإعدادات,
Conversion Funnels,مسارات التحويل,
"Conversion rates, stage duration, win/loss analysis, and forecasting",معدلات التحويل ومدة المراحل وتحليل الفوز/الخسارة والتوقعات,
Core framework,الإطار الأساسي,
Cost,التكلفة,
Cost per Lead / Deal,التكلفة لكل عميل محتمل / صفقة,
"Countdown timers show time to breach, auto-escalation to managers on violation",مؤقتات العد التنازلي تعرض الوقت للخرق والتصعيد التلقائي للمديرين عند المخالفة,
Create Campaign Sequences,إنشاء تسلسلات الحملات,
"Create challenges, set targets, and track leaderboards to motivate your team",أنشئ تحديات وحدد أهداف وتابع لوحات المتصدرين لتحفيز فريقك,
"Create dynamic segments based on behavior, demographics, and engagement scores",أنشئ شرائح ديناميكية حسب السلوك والديموغرافيا ونقاط التفاعل,
Create your first sequence,أنشئ تسلسلك الأول,
Cross-Team KPIs,مؤشرات أداء الفرق المتقاطعة,
"Cross-department performance comparisons with drill-down by agent, team, or territory",مقارنات أداء بين الأقسام مع التفصيل حسب الوكيل أو الفريق أو المنطقة,
Customer Health,صحة العميل,
Customer Health Score,نقاط صحة العميل,
Customer Journey Tracking,تتبع رحلة العميل,
Customer Service,خدمة العملاء,
Customer Service — Satisfaction Tracking,خدمة العملاء — تتبع الرضا,
Customer Service — Support & Retention,خدمة العملاء — الدعم والاحتفاظ,
Customer Service — Support Hub,خدمة العملاء — مركز الدعم,
"Customer retention rates, churn risk indicators, lifetime value analysis, and NPS trends",معدلات الاحتفاظ بالعملاء ومؤشرات خطر التسرب وتحليل القيمة مدى الحياة واتجاهات NPS,
Customize your executive widgets!,خصص أدواتك التنفيذية!,
Data Enrichment,إثراء البيانات,
Data-Driven Strategy,استراتيجية مبنية على البيانات,
Define SLA Policies,تحديد سياسات مستوى الخدمة,
Define SLA policies for your team,تحديد سياسات مستوى الخدمة لفريقك,
Department Comparisons,مقارنات الأقسام,
"Design multi-step flows with email, WhatsApp, SMS, delays, and conditional branches",صمم سير عمل متعدد الخطوات بالبريد والواتساب والرسائل والتأخير والتفرع الشرطي,
Distribution Rule,قاعدة التوزيع,
Drag your first deal!,اسحب صفقتك الأولى!,
Drag-and-Drop Pipeline,مسار بالسحب والإفلات,
"Drag-and-drop Kanban board with real-time deal values, stage duration, and bottleneck alerts",لوحة كانبان بالسحب والإفلات مع قيم الصفقات الحية ومدة المراحل وتنبيهات الاختناقات,
"Dynamic segments based on behavior, demographics, engagement score, and custom fields",شرائح ديناميكية حسب السلوك والديموغرافيا ونقاط التفاعل والحقول المخصصة,
ERPNext Integration,تكامل ERPNext,
Education,التعليم,
Einstein,Einstein,
Employee-linked agents,وكلاء مرتبطين بالموظفين,
Enable Gamification,تفعيل التحفيز,
Enable auto-escalation!,فعّل التصعيد التلقائي!,
Enable auto-send after ticket close!,فعّل الإرسال التلقائي بعد إغلاق التذكرة!,
Enroll leads!,سجّل العملاء المحتملين!,
Enrollment,التسجيل,
Enterprise,المؤسسات,
Entity Relationships,علاقات الكيانات,
Escalation Workflows,سير عمل التصعيد,
Executive Dashboard,لوحة المعلومات التنفيذية,
"Executive dashboards, strategic insights, and cross-team analytics",لوحات المعلومات التنفيذية، الرؤى الاستراتيجية، وتحليلات الفرق المتقاطعة,
Explore About Page,استكشاف صفحة عن التطبيق,
"Explore pipeline, campaign, and service analytics!",استكشف تحليلات المسار والحملات والخدمة!,
Feature,الميزة,
Field Masking,إخفاء الحقول,
Field-Level Access (CAPS),التحكم على مستوى الحقل (CAPS),
Fine-grained capability-based access on every field and action,تحكم دقيق بالوصول على كل حقل وإجراء,
"First-touch, last-touch, linear, and custom attribution to prove campaign ROI",إسناد اللمسة الأولى والأخيرة والخطي والمخصص لإثبات عائد الحملة,
"First-touch, last-touch, linear, and time-decay models to accurately credit campaigns",نماذج اللمسة الأولى والأخيرة والخطي والتلاشي الزمني لإسناد الحملات بدقة,
Follow these steps to set up AuraCRM for your organization:,اتبع هذه الخطوات لإعداد AuraCRM لمؤسستك:,
For Customer Service,لخدمة العملاء,
For General Managers,للمديرين العامين,
For Marketing Teams,لفرق التسويق,
For Sales Managers,لمديري المبيعات,
Forecast Accuracy,دقة التوقعات,
Freddy AI,Freddy AI,
Free-$120/user/mo,مجاني-$120/مستخدم/شهر,
From lead capture through AI scoring to deal closure — the complete sales lifecycle.,من التقاط العميل المحتمل عبر التسجيل بالذكاء الاصطناعي حتى إغلاق الصفقة — دورة المبيعات الكاملة.,
"Full pipeline visibility, team analytics, and revenue forecasting to hit your targets.",رؤية كاملة للمسار، تحليلات الفريق، وتوقعات الإيرادات لتحقيق أهدافك.,
General Manager,المدير العام,
General Manager — Executive Overview & Strategic Decisions,المدير العام — النظرة التنفيذية والقرارات الاستراتيجية,
General Manager — Executive View,المدير العام — النظرة التنفيذية,
General Manager — Strategic Insights,المدير العام — الرؤى الاستراتيجية,
Get notified when customer satisfaction drops or churn risk increases,احصل على إشعارات عند انخفاض رضا العملاء أو زيادة خطر التسرب,
"Get the complete picture of your business performance across sales, marketing, and service:",احصل على الصورة الكاملة لأداء أعمالك عبر المبيعات والتسويق والخدمة:,
Getting Started,البدء,
Go to,اذهب إلى,
Go to Dashboard,الذهاب إلى لوحة المعلومات,
Healthcare,الرعاية الصحية,
Here is how AuraCRM's DocTypes connect together — from lead capture to customer retention.,إليك كيف ترتبط أنواع مستندات AuraCRM معاً — من التقاط العملاء المحتملين إلى الاحتفاظ بالعملاء.,
"Hide deal values, commission rates, and cost data from unauthorized users",إخفاء قيم الصفقات ونسب العمولة وبيانات التكلفة عن المستخدمين غير المصرح لهم,
High-value customers flagged automatically with priority routing and dedicated agents,تمييز العملاء ذوي القيمة العالية تلقائياً مع التوجيه ذي الأولوية والوكلاء المخصصين,
How AuraCRM Adapts to Your Industry,كيف يتكيف AuraCRM مع صناعتك,
How Everything Connects,كيف يرتبط كل شيء,
How your work connects,كيف يرتبط عملك,
Import or create your first leads,استيراد أو إنشاء عملائك المحتملين الأوائل,
"Increase your sales, organize follow-ups, and give every team member the tools they need — from first contact to closed deal.",زِد مبيعاتك، نظّم المتابعات، وامنح كل عضو في الفريق الأدوات التي يحتاجها — من أول تواصل حتى إتمام الصفقة.,
"Individual performance metrics: calls made, emails sent, deals closed, response time averages",مقاييس أداء فردية: المكالمات والرسائل والصفقات المغلقة ومتوسطات وقت الاستجابة,
Integration Map,خريطة التكامل,
Interactive map of all AuraCRM modules and their relationships — click any node to explore.,خريطة تفاعلية لجميع وحدات AuraCRM وعلاقاتها — انقر على أي عنصر للاستكشاف.,
Knowledge Base,قاعدة المعرفة,
Knowledge Base Suggestions,اقتراحات قاعدة المعرفة,
Lead Capture → Enrichment → AI Scoring → Distribution → Nurture → Pipeline → Deal Room → Close → Customer Service → Analytics,التقاط العملاء → الإثراء → التسجيل بالذكاء الاصطناعي → التوزيع → الرعاية → المسار → غرفة الصفقة → الإغلاق → خدمة العملاء → التحليلات,
Lead Source Analysis,تحليل مصدر العملاء المحتملين,
Leaderboards,لوحات المتصدرين,
"Leads, Opportunities, Customers",العملاء المحتملين، الفرص، العملاء,
Long-running automated programs with intelligent branching and scoring triggers,برامج آلية طويلة المدى مع تفرع ذكي ومشغلات تسجيل,
Long-term automated nurture programs with intelligent branching and scoring triggers,برامج رعاية آلية طويلة المدى مع تفرع ذكي ومشغلات التسجيل,
Machine learning models that rank leads by conversion probability,نماذج تعلم آلي تصنف العملاء المحتملين حسب احتمالية التحويل,
Map Frappe roles like Sales User or Sales Manager to specific CAPS capabilities,ربط أدوار Frappe مثل مستخدم المبيعات أو مدير المبيعات بصلاحيات CAPS محددة,
Marketing Campaigns,الحملات التسويقية,
Marketing — Campaign Engine,التسويق — محرك الحملات,
Marketing — Campaigns & Lead Generation,التسويق — الحملات وتوليد العملاء المحتملين,
Marketing — ROI & Attribution,التسويق — العائد والإسناد,
Marketing → fills your pipeline | Customer Service → retains your wins | General Manager → sees your forecasts,التسويق → يملأ مسارك | خدمة العملاء → تحافظ على مكاسبك | المدير العام → يرى توقعاتك,
Measure & Improve Satisfaction,قِس وحسّن الرضا,
Module Map,خريطة الوحدات,
Motivator,المحفز,
Move deals between stages with visual Kanban cards showing deal value and age,انقل الصفقات بين المراحل ببطاقات كانبان بصرية تعرض قيمة الصفقة وعمرها,
Multi-Channel Sequences,تسلسلات متعددة القنوات,
Multi-Touch Attribution,الإسناد متعدد اللمسات,
Multi-channel campaign automation with full attribution tracking and ROI analysis.,أتمتة الحملات متعددة القنوات مع تتبع كامل للإسناد وتحليل العائد على الاستثمار.,
"Multi-step workflows with email, WhatsApp, SMS, delays, and conditional branching",سير عمل متعدد الخطوات بالبريد والواتساب والرسائل والتأخير والتفرع الشرطي,
Multi-touch attribution connecting marketing spend to revenue,إسناد متعدد اللمسات يربط إنفاق التسويق بالإيرادات,
NPS Tracking,تتبع NPS,
Net Promoter Score surveys at key customer lifecycle moments,استبيانات صافي نقاط الترويج في لحظات دورة حياة العميل الرئيسية,
Next →,التالي →,
Nurture Journeys,رحلات الرعاية,
Nurture Sequence,تسلسل الرعاية,
"Omni-channel support with SLA enforcement, customer satisfaction tracking, and escalation workflows.",دعم متعدد القنوات مع تطبيق اتفاقيات الخدمة وتتبع رضا العملاء وسير عمل التصعيد.,
Open Dashboard,فتح لوحة المعلومات,
Open Source,مفتوح المصدر,
"Order-linked customer profiles, loyalty programs, cart abandonment sequences, and purchase analytics",ملفات عملاء مرتبطة بالطلبات وبرامج الولاء وتسلسلات السلة المتروكة وتحليلات الشراء,
Paid add-on,إضافة مدفوعة,
